brand,model_type,transmission,fuel_type,owner_type,year,engine_cc,mileage_km,tax_annual,price_usd
Ferrari,MPV,Automatic,Petrol,Third,2013,4655,141564,949.99,47499.28
Porsche,Hatchback,Manual,Diesel,Second,2014,2457,204831,379.95,18997.49
Honda,SUV,Automatic,Petrol,First,2016,1611,109332,123.50,6174.98
Daihatsu,SUV,Automatic,Diesel,Third,2017,2014,118848,111.12,5555.93
Porsche,Coupe,Automatic,Hybrid,Second,2013,1415,177480,487.13,24356.35
Daihatsu,MPV,Manual,Hybrid,Third,2009,2036,164656,37.54,1876.81
Suzuki,Sedan,Automatic,Diesel,First,2022,2116,33486,326.36,16318.07
Porsche,MPV,Automatic,Diesel,Second,2019,1602,78480,826.90,41345.20
Audi,SUV,Automatic,Hybrid,First,2016,1225,160218,344.17,17208.67
Honda,Coupe,Manual,Diesel,Third,2024,1996,16596,442.43,22121.69
Toyota,Coupe,Manual,Diesel,Third,2013,1888,222444,66.83,3341.69
Daihatsu,Hatchback,Automatic,Petrol,First,2023,2006,28910,341.03,17051.69
Suzuki,MPV,Manual,Petrol,Third,2011,1329,163268,52.66,2633.13
Suzuki,SUV,Automatic,Hybrid,Second,2021,1090,58852,222.77,11138.34
Mercedes,Hatchback,Automatic,Petrol,First,2015,2428,161540,116.43,5821.74
Porsche,Sedan,Automatic,Petrol,Third,2020,2471,81220,890.79,44539.63
Suzuki,Coupe,Automatic,Hybrid,Second,2011,1336,167986,54.16,2707.93
Daihatsu,SUV,Manual,Hybrid,Second,2019,1627,68220,185.70,9284.85
Mercedes,Coupe,Automatic,Petrol,Second,2013,3707,185748,97.88,4893.82
Honda,Sedan,Manual,Diesel,First,2006,1187,261136,69.52,3475.92
BMW,MPV,Manual,Petrol,Third,2020,3090,65945,429.63,21481.58
Mazda,Hatchback,Manual,Petrol,First,2011,2281,176960,27.65,1382.53
Toyota,Sedan,Manual,Diesel,Second,2024,2272,11358,442.83,22141.72
Porsche,Hatchback,Automatic,Petrol,Second,2010,2228,204030,188.83,9441.33
Honda,SUV,Manual,Petrol,First,2015,1263,100090,71.52,3576.04
Daihatsu,Sedan,Automatic,Petrol,First,2006,2407,359936,56.49,2824.31
Toyota,Coupe,Manual,Hybrid,First,2005,2123,393120,52.42,2621.12
Ferrari,Sedan,Automatic,Petrol,Second,2024,5005,14751,3821.11,191055.60
Ferrari,Sedan,Manual,Hybrid,Third,2022,6386,55575,2900.36,145017.94
BMW,SUV,Automatic,Petrol,Second,2015,3187,147000,164.13,8206.39
Mazda,SUV,Manual,Hybrid,First,2019,1079,116502,171.92,8596.00
Audi,MPV,Manual,Hybrid,First,2015,2451,150560,290.38,14518.91
BMW,Hatchback,Automatic,Diesel,First,2006,2333,270883,63.34,3167.17
Porsche,MPV,Automatic,Petrol,Third,2018,1939,137445,647.66,32383.13
BMW,SUV,Manual,Diesel,Third,2010,2713,177420,65.44,3272.12
Daihatsu,Sedan,Automatic,Diesel,Second,2021,1992,43628,239.15,11957.63
Mazda,Coupe,Automatic,Hybrid,Third,2019,1345,87852,218.76,10938.04
BMW,MPV,Automatic,Petrol,First,2008,2938,258043,42.00,2100.17
VW,Hatchback,Automatic,Hybrid,Second,2010,1229,219015,39.80,1990.21
Daihatsu,SUV,Automatic,Hybrid,Second,2010,1376,199635,51.16,2558.12
BMW,MPV,Manual,Petrol,Third,2013,2656,121872,54.24,2712.13
Daihatsu,Sedan,Manual,Diesel,Second,2022,1322,50295,153.13,7656.40
Suzuki,MPV,Automatic,Diesel,Third,2017,1085,90768,61.22,3060.85
Suzuki,SUV,Automatic,Hybrid,Third,2022,2397,49551,374.58,18729.22
Ferrari,MPV,Manual,Petrol,Third,2013,4574,149832,928.69,46434.59
Suzuki,MPV,Manual,Petrol,First,2023,1795,35556,305.28,15263.83
Mercedes,MPV,Automatic,Hybrid,Second,2016,3499,138330,238.09,11904.53
VW,SUV,Automatic,Hybrid,Second,2019,1177,64998,250.81,12540.71
BMW,SUV,Automatic,Hybrid,Third,2017,2843,130320,261.30,13064.87
Suzuki,Hatchback,Automatic,Hybrid,First,2019,1661,75750,185.37,9268.66
Daihatsu,Hatchback,Automatic,Petrol,Third,2021,1185,41772,142.22,7111.13
BMW,Hatchback,Automatic,Petrol,Third,2007,2659,238302,41.39,2069.32
Mercedes,Hatchback,Automatic,Petrol,First,2023,3410,37520,1042.09,52104.29
Mazda,SUV,Automatic,Hybrid,First,2017,1861,152184,179.10,8955.05
Daihatsu,Hatchback,Manual,Petrol,First,2010,2476,217500,38.17,1908.34
Toyota,MPV,Manual,Hybrid,First,2015,1967,131720,66.53,3326.42
Mercedes,SUV,Manual,Petrol,First,2021,3021,43408,776.86,38842.86
Toyota,MPV,Automatic,Hybrid,Third,2018,1663,129332,105.41,5270.41
Daihatsu,Hatchback,Manual,Petrol,First,2010,2187,237180,69.09,3454.44
Suzuki,Hatchback,Automatic,Diesel,First,2013,1922,218796,61.58,3079.05
Suzuki,MPV,Automatic,Hybrid,Second,2013,1592,221052,53.33,2666.39
BMW,SUV,Automatic,Diesel,Second,2006,2359,252605,35.60,1779.95
Porsche,Sedan,Manual,Hybrid,First,2010,2438,188715,268.98,13449.05
Audi,Sedan,Manual,Diesel,Third,2008,1342,197200,41.84,2092.19
Mercedes,Hatchback,Automatic,Hybrid,First,2014,3747,171974,152.38,7619.12
Ferrari,SUV,Automatic,Hybrid,Third,2017,5212,136344,1851.65,92582.43
Mazda,Sedan,Automatic,Diesel,First,2010,2192,208200,64.49,3224.47
Daihatsu,Sedan,Manual,Diesel,Second,2012,2322,215241,59.21,2960.72
Toyota,SUV,Manual,Petrol,First,2006,2251,224561,47.92,2396.08
Porsche,Sedan,Automatic,Petrol,First,2013,2433,171840,413.21,20660.60
Porsche,SUV,Manual,Diesel,First,2006,2360,215593,99.75,4987.74
BMW,Sedan,Automatic,Petrol,Third,2017,3966,102800,268.49,13424.38
Porsche,Sedan,Manual,Petrol,First,2013,1265,233292,247.39,12369.67
Suzuki,Hatchback,Manual,Petrol,First,2013,1394,206304,66.04,3302.17
Suzuki,Coupe,Automatic,Petrol,First,2022,2165,35028,432.91,21645.48
Mercedes,MPV,Manual,Petrol,First,2009,2586,311344,69.87,3493.56
Porsche,SUV,Manual,Petrol,Third,2009,1710,239808,136.99,6849.39
Toyota,MPV,Automatic,Hybrid,Second,2010,1876,299925,27.78,1388.99
BMW,MPV,Manual,Diesel,Second,2005,2533,299920,59.58,2978.89
Honda,Coupe,Manual,Hybrid,First,2023,2329,37346,589.10,29455.11
Toyota,Sedan,Manual,Diesel,Third,2016,1035,177534,56.70,2834.78
VW,SUV,Automatic,Diesel,First,2010,2016,236970,43.00,2150.22
Toyota,SUV,Manual,Petrol,Third,2016,1004,139176,62.29,3114.64
Suzuki,Sedan,Automatic,Petrol,First,2015,1777,169350,28.70,1435.18
Porsche,SUV,Automatic,Petrol,Third,2013,1678,131940,393.18,19658.96
Daihatsu,MPV,Manual,Petrol,First,2019,2413,62502,231.26,11563.12
Toyota,Coupe,Automatic,Diesel,Third,2011,1606,220024,55.17,2758.28
Porsche,Sedan,Manual,Diesel,First,2021,1186,79520,1048.31,52415.44
Mercedes,SUV,Manual,Hybrid,First,2020,2678,99315,619.28,30963.92
BMW,SUV,Automatic,Hybrid,Second,2012,3927,152789,97.85,4892.35
Porsche,SUV,Automatic,Hybrid,Third,2007,1927,197730,166.83,8341.62
BMW,Coupe,Automatic,Hybrid,Second,2023,3158,27412,1086.63,54331.72
Daihatsu,Coupe,Automatic,Hybrid,Second,2009,1612,162176,63.88,3194.07
Porsche,Sedan,Manual,Hybrid,First,2013,1115,185520,344.39,17219.60
Porsche,SUV,Manual,Hybrid,First,2007,1748,278892,80.30,4014.82
Audi,Coupe,Automatic,Diesel,First,2019,1274,95466,555.18,27759.23
Toyota,SUV,Manual,Petrol,Second,2007,1573,223938,38.25,1912.43
Daihatsu,MPV,Manual,Petrol,Second,2020,1206,98165,43.06,2152.93
BMW,Sedan,Manual,Hybrid,Second,2008,2933,170969,73.49,3674.59
Porsche,Coupe,Manual,Hybrid,Second,2008,1767,237575,196.22,9811.02
Suzuki,MPV,Automatic,Petrol,Third,2006,1049,282568,59.32,2965.99
Suzuki,Hatchback,Automatic,Petrol,Third,2005,1208,355020,67.10,3355.05
Daihatsu,Sedan,Automatic,Petrol,First,2006,2358,372248,56.07,2803.42
Porsche,SUV,Manual,Hybrid,First,2011,2204,199262,362.10,18104.91
BMW,Coupe,Automatic,Diesel,First,2021,2301,64312,726.95,36347.57
Suzuki,Coupe,Automatic,Hybrid,First,2010,2220,227100,72.58,3628.94
BMW,Coupe,Automatic,Petrol,First,2024,3923,15916,1538.03,76901.30
Porsche,MPV,Automatic,Petrol,First,2017,1943,130872,718.55,35927.59
Porsche,SUV,Automatic,Hybrid,Second,2018,2396,130053,946.42,47321.11
Daihatsu,Coupe,Automatic,Petrol,First,2007,2454,288288,22.76,1137.84
BMW,SUV,Automatic,Diesel,First,2007,2013,312534,36.74,1837.07
Porsche,Hatchback,Manual,Hybrid,First,2024,1196,18220,1573.87,78693.53
Toyota,Sedan,Manual,Hybrid,Second,2019,1363,110328,101.90,5094.84
Porsche,SUV,Manual,Diesel,Second,2005,2486,276000,66.45,3322.75
Mercedes,SUV,Manual,Hybrid,First,2006,2411,326572,42.98,2149.02
BMW,Sedan,Automatic,Petrol,First,2015,3477,119690,178.40,8920.22
VW,SUV,Manual,Diesel,Third,2020,1495,71785,250.44,12521.90
Ferrari,Hatchback,Manual,Hybrid,Second,2023,5514,37400,3520.70,176035.14
Mazda,SUV,Automatic,Diesel,First,2006,2124,273505,63.63,3181.31
Toyota,Hatchback,Manual,Petrol,First,2014,1690,194931,62.74,3136.98
Suzuki,Hatchback,Manual,Hybrid,Third,2019,2220,86808,185.28,9264.10
Porsche,SUV,Manual,Hybrid,Second,2016,2487,167868,717.53,35876.41
Audi,Sedan,Manual,Diesel,First,2013,2363,207072,112.36,5618.17
BMW,MPV,Automatic,Petrol,Third,2019,3590,89130,354.17,17708.32
BMW,Hatchback,Manual,Petrol,Second,2016,3434,114138,169.07,8453.71
Daihatsu,Sedan,Automatic,Hybrid,First,2024,2163,14834,486.78,24338.76
Honda,Coupe,Manual,Petrol,First,2012,1327,233623,25.16,1258.22
Honda,Coupe,Manual,Diesel,First,2022,1567,55197,338.98,16948.93
Mazda,MPV,Manual,Petrol,Second,2023,2376,31274,465.44,23272.17
Daihatsu,SUV,Manual,Diesel,Third,2017,1261,121856,41.63,2081.46
BMW,SUV,Manual,Diesel,Third,2013,3720,236376,67.70,3384.87
Mazda,Sedan,Automatic,Petrol,Third,2013,2035,132480,47.19,2359.55
Toyota,Coupe,Manual,Diesel,Second,2008,2492,222649,33.15,1657.34
BMW,Sedan,Manual,Diesel,Second,2021,2221,48256,480.01,24000.64
Toyota,SUV,Automatic,Diesel,First,2022,2288,36969,466.37,23318.63
Mercedes,Sedan,Automatic,Diesel,First,2020,2592,58695,521.67,26083.59
Mercedes,Coupe,Manual,Diesel,Second,2021,3578,62408,782.31,39115.44
Honda,SUV,Automatic,Hybrid,Third,2010,1177,225630,57.99,2899.66
Audi,Coupe,Manual,Hybrid,Second,2017,2226,141376,442.51,22125.47
Suzuki,MPV,Automatic,Diesel,Third,2024,1857,16980,297.81,14890.25
Daihatsu,Coupe,Automatic,Diesel,Third,2024,1293,19471,285.94,14296.75
Porsche,Hatchback,Manual,Hybrid,Third,2017,1629,101456,569.52,28476.21
Daihatsu,SUV,Automatic,Petrol,Third,2023,1777,28284,292.52,14626.15
Audi,Coupe,Manual,Petrol,First,2008,2477,336294,34.57,1728.64
Toyota,Sedan,Automatic,Petrol,Third,2013,1570,195852,60.10,3005.09
Ferrari,SUV,Manual,Hybrid,First,2011,4189,198660,1048.52,52426.10
Porsche,SUV,Manual,Petrol,Third,2021,1099,45776,1036.61,51830.50
Mercedes,MPV,Manual,Hybrid,First,2006,2840,354084,41.98,2098.78
Porsche,MPV,Automatic,Hybrid,Third,2006,2096,311733,47.31,2365.49
Daihatsu,SUV,Automatic,Petrol,First,2015,1343,192450,67.96,3398.15
Suzuki,SUV,Manual,Petrol,First,2006,1659,255626,68.21,3410.60
Porsche,Sedan,Manual,Petrol,Third,2018,2496,117005,674.56,33728.04
Ferrari,Coupe,Manual,Petrol,Second,2006,6023,193971,571.59,28579.60
Audi,Hatchback,Manual,Hybrid,Second,2012,1188,135902,104.98,5249.21
Ferrari,SUV,Manual,Hybrid,First,2017,5944,115072,2382.60,119130.04
Suzuki,Hatchback,Automatic,Diesel,Third,2012,1628,251134,73.01,3650.38
Honda,MPV,Automatic,Diesel,First,2017,1385,112752,85.80,4290.04
Daihatsu,MPV,Manual,Diesel,Third,2010,1411,259245,34.84,1741.84
Porsche,Coupe,Automatic,Hybrid,First,2015,1775,127070,756.70,37834.82
Daihatsu,Hatchback,Automatic,Diesel,Third,2023,2294,31584,329.94,16497.24
Honda,Coupe,Automatic,Hybrid,First,2023,1281,38616,432.97,21648.37
Mercedes,Hatchback,Manual,Diesel,Second,2017,2542,134048,211.29,10564.48
VW,Sedan,Automatic,Diesel,Third,2021,2239,63792,319.49,15974.55
Mercedes,Coupe,Automatic,Hybrid,Third,2007,3356,195786,37.79,1889.61
Mercedes,Coupe,Manual,Diesel,Second,2018,3827,112196,424.59,21229.72
Toyota,SUV,Manual,Hybrid,Second,2012,1216,251069,41.39,2069.41
Porsche,Hatchback,Automatic,Hybrid,Second,2008,1054,288524,37.54,1876.77
Honda,Sedan,Manual,Diesel,Third,2018,1306,139881,67.48,3373.99
Mercedes,Hatchback,Manual,Diesel,First,2019,3552,86574,469.97,23498.63
Daihatsu,Coupe,Automatic,Diesel,First,2018,1324,100835,109.57,5478.44
Mazda,Coupe,Automatic,Hybrid,Third,2017,2095,109232,212.47,10623.35
Audi,MPV,Automatic,Hybrid,Third,2007,1113,225738,59.42,2970.92
Suzuki,Sedan,Automatic,Petrol,First,2022,2134,31296,359.29,17964.70
VW,Sedan,Manual,Diesel,Second,2014,1310,171545,26.83,1341.58
BMW,Hatchback,Manual,Petrol,Third,2020,3376,87840,410.48,20523.83
Toyota,MPV,Automatic,Hybrid,Third,2016,2355,99558,158.84,7941.78
BMW,SUV,Manual,Petrol,Second,2013,3778,122064,119.73,5986.45
Mercedes,MPV,Automatic,Petrol,Second,2020,3278,66275,521.08,26054.20
BMW,SUV,Automatic,Petrol,First,2023,3467,29834,1150.42,57521.03
BMW,Hatchback,Automatic,Hybrid,First,2016,3158,119511,249.51,12475.68
Ferrari,MPV,Automatic,Diesel,Third,2021,5732,55664,2504.51,125225.50
Porsche,Sedan,Automatic,Hybrid,Third,2021,2109,67772,987.97,49398.70
Porsche,Coupe,Automatic,Hybrid,First,2008,2309,244307,233.14,11657.18
Mazda,SUV,Automatic,Hybrid,Third,2011,2073,148638,42.10,2105.09
VW,Hatchback,Manual,Hybrid,Second,2015,1064,176750,51.95,2597.33
Ferrari,SUV,Automatic,Petrol,Third,2012,4574,207259,952.43,47621.64
Suzuki,MPV,Manual,Petrol,Second,2013,2281,199104,33.12,1655.81
Suzuki,SUV,Automatic,Petrol,First,2010,1996,201450,76.52,3825.83
Porsche,Sedan,Automatic,Petrol,Third,2007,2236,222534,81.26,4063.00
Porsche,Hatchback,Automatic,Diesel,First,2018,2289,75502,862.04,43102.00
Daihatsu,Sedan,Automatic,Diesel,Third,2008,2424,200889,26.11,1305.55
Mercedes,Coupe,Manual,Diesel,First,2014,3988,211662,120.42,6020.92
Mercedes,Sedan,Automatic,Hybrid,First,2006,2632,276393,71.29,3564.57
Porsche,Sedan,Manual,Hybrid,Second,2011,1373,236124,178.94,8946.99
Porsche,SUV,Manual,Petrol,First,2007,1215,209394,125.39,6269.37
Toyota,Coupe,Manual,Petrol,First,2019,2116,88956,263.59,13179.39
VW,Coupe,Manual,Diesel,Third,2021,2095,58564,356.92,17846.11
Daihatsu,Hatchback,Automatic,Hybrid,Third,2024,1041,12786,233.82,11690.98
BMW,SUV,Manual,Hybrid,Second,2021,2793,40620,694.65,34732.43
Ferrari,MPV,Automatic,Diesel,First,2005,4336,358320,228.18,11409.07
BMW,MPV,Automatic,Hybrid,First,2022,2307,36624,717.63,35881.31
Toyota,MPV,Manual,Diesel,Second,2020,1780,78890,173.24,8661.86
Daihatsu,Hatchback,Automatic,Petrol,Third,2006,1671,341981,63.95,3197.27
Honda,SUV,Manual,Diesel,First,2010,1111,171135,42.53,2126.50
Daihatsu,Sedan,Manual,Diesel,Second,2023,2120,24506,304.04,15202.08
Mercedes,MPV,Manual,Petrol,Second,2021,3039,45324,627.27,31363.29
Audi,Coupe,Manual,Hybrid,First,2015,1384,149990,303.90,15194.84
Porsche,Sedan,Manual,Diesel,First,2019,2480,107958,944.23,47211.73
Mazda,Hatchback,Manual,Diesel,First,2013,1126,161988,67.80,3390.13
BMW,SUV,Automatic,Hybrid,First,2013,3762,120720,161.32,8066.05
Honda,SUV,Manual,Diesel,Second,2023,2410,21710,466.64,23332.00
Toyota,Coupe,Automatic,Hybrid,Second,2024,1792,18208,494.02,24701.22
Ferrari,Coupe,Automatic,Diesel,First,2015,5688,163260,1951.79,97589.30
Mazda,Coupe,Manual,Diesel,Third,2008,2199,246772,38.21,1910.60
Daihatsu,Hatchback,Automatic,Diesel,Third,2015,1814,150340,50.46,2523.11
BMW,Coupe,Automatic,Hybrid,Second,2014,2209,164923,120.16,6008.12
Honda,Coupe,Automatic,Diesel,Second,2009,1601,207104,57.90,2894.78
Audi,SUV,Manual,Hybrid,First,2023,2058,32854,1026.79,51339.40
Porsche,SUV,Automatic,Hybrid,Second,2024,2296,13384,1926.08,96304.18
Mazda,SUV,Automatic,Diesel,Third,2017,2312,140584,173.42,8670.88
Suzuki,Sedan,Manual,Diesel,Third,2016,1361,91683,42.01,2100.55
Porsche,Hatchback,Manual,Diesel,Second,2015,2074,123860,491.81,24590.58
Suzuki,MPV,Automatic,Petrol,Second,2021,1784,73144,216.67,10833.63
Suzuki,Sedan,Automatic,Diesel,Second,2006,1647,247665,46.07,2303.54
Ferrari,Coupe,Manual,Hybrid,Second,2012,5277,243659,1174.25,58712.50
Porsche,SUV,Automatic,Hybrid,First,2008,2250,183192,260.25,13012.49
Daihatsu,Coupe,Automatic,Hybrid,Third,2017,1601,113328,120.13,6006.28
Mazda,Hatchback,Automatic,Diesel,First,2015,2090,173130,67.63,3381.31
Mazda,SUV,Automatic,Hybrid,Third,2014,2383,154297,102.47,5123.45
Mercedes,Coupe,Automatic,Petrol,Third,2023,2373,31004,912.06,45602.99
Audi,Hatchback,Manual,Diesel,First,2018,1276,92204,344.93,17246.69
Audi,Sedan,Automatic,Petrol,First,2013,1945,196656,132.98,6648.88
Daihatsu,Hatchback,Manual,Petrol,Third,2020,1806,65145,154.26,7712.92
VW,Sedan,Manual,Diesel,Second,2017,2327,118176,162.35,8117.59
Mazda,Hatchback,Manual,Hybrid,First,2017,1427,85152,151.99,7599.58
Mercedes,Hatchback,Automatic,Hybrid,Third,2021,3832,43872,658.00,32900.00
Audi,SUV,Manual,Hybrid,Third,2020,2024,79065,553.43,27671.44
Honda,MPV,Automatic,Petrol,Second,2005,2362,299580,47.38,2369.08
Toyota,Hatchback,Automatic,Hybrid,First,2021,1411,55592,245.70,12285.17
VW,MPV,Manual,Petrol,Second,2012,1660,217347,48.24,2412.21
Mazda,Sedan,Automatic,Petrol,Third,2009,1639,303936,54.53,2726.39
Mercedes,MPV,Automatic,Petrol,Third,2021,2686,65392,497.28,24864.19
Daihatsu,SUV,Automatic,Diesel,Second,2007,1565,273402,44.60,2229.85
VW,Coupe,Manual,Petrol,Third,2024,2486,13850,607.69,30384.68
Mercedes,MPV,Automatic,Diesel,First,2014,2976,167926,87.01,4350.35
Porsche,MPV,Automatic,Diesel,First,2022,2159,47418,1395.36,69767.99
Suzuki,Coupe,Automatic,Diesel,Second,2018,1032,135849,39.89,1994.49
Suzuki,Hatchback,Manual,Hybrid,Third,2016,1989,165582,55.50,2774.86
Porsche,Hatchback,Automatic,Diesel,First,2022,1535,50004,1295.33,64766.27
Toyota,Hatchback,Manual,Hybrid,Third,2018,2371,91483,195.13,9756.40
Ferrari,Hatchback,Automatic,Diesel,First,2013,4898,229668,1117.91,55895.66
BMW,Coupe,Manual,Diesel,Second,2011,2764,273350,55.30,2764.76
Toyota,Sedan,Manual,Hybrid,First,2011,2304,174706,60.74,3037.04
Mercedes,Sedan,Manual,Diesel,First,2010,2625,252795,44.17,2208.27
Toyota,MPV,Manual,Petrol,Second,2009,2351,179168,36.02,1801.18
VW,MPV,Automatic,Hybrid,Second,2016,1216,101727,129.97,6498.32
Mercedes,SUV,Manual,Petrol,First,2006,3507,313310,33.20,1659.98
Suzuki,SUV,Automatic,Diesel,Second,2022,1716,43152,281.47,14073.45
Suzuki,MPV,Manual,Hybrid,Second,2012,2360,233571,57.40,2870.22
Suzuki,Sedan,Automatic,Petrol,Third,2006,1083,192223,41.70,2084.81
BMW,SUV,Manual,Petrol,Third,2023,3990,20248,969.61,48480.48
Audi,SUV,Automatic,Diesel,First,2005,1000,288680,57.35,2867.52
Suzuki,MPV,Manual,Hybrid,First,2018,1224,138138,50.62,2530.84
Ferrari,Sedan,Automatic,Diesel,First,2022,5142,45024,3409.82,170491.22
Mercedes,Hatchback,Manual,Petrol,First,2021,3775,48764,740.36,37017.84
Daihatsu,Hatchback,Manual,Diesel,First,2020,1282,82060,78.54,3927.12
Ferrari,Sedan,Automatic,Diesel,First,2018,4900,80101,2196.73,109836.28
Mazda,SUV,Automatic,Hybrid,Second,2020,1197,55835,257.80,12890.23
Toyota,SUV,Manual,Petrol,First,2018,1214,92211,91.50,4575.11
BMW,Hatchback,Automatic,Diesel,First,2014,3752,214676,48.68,2434.06
Daihatsu,SUV,Manual,Hybrid,Third,2023,1124,25680,234.63,11731.65
Daihatsu,MPV,Manual,Hybrid,Second,2005,1239,379860,69.19,3459.37
Mercedes,Hatchback,Automatic,Diesel,Third,2006,3390,237728,33.01,1650.56
Toyota,Coupe,Manual,Hybrid,First,2023,1960,21598,517.42,25870.75
BMW,Coupe,Manual,Hybrid,First,2021,2023,45636,728.47,36423.47
Daihatsu,Sedan,Automatic,Petrol,Third,2018,1118,127190,43.93,2196.46
Toyota,Sedan,Manual,Diesel,Second,2023,1065,36616,213.43,10671.41
BMW,Coupe,Automatic,Diesel,Second,2013,3256,203700,43.55,2177.67
Honda,Hatchback,Automatic,Diesel,Second,2017,2114,95336,140.30,7014.83
VW,Coupe,Automatic,Hybrid,First,2008,2499,226746,48.91,2445.31
VW,Sedan,Automatic,Petrol,Second,2017,1538,89080,142.13,7106.72
Daihatsu,MPV,Automatic,Diesel,Second,2010,1790,288660,56.75,2837.72
Porsche,MPV,Automatic,Diesel,First,2006,1618,230641,43.15,2157.72
Porsche,Hatchback,Automatic,Diesel,Third,2006,1233,251313,30.03,1501.36
Porsche,Hatchback,Manual,Diesel,Second,2008,1940,293063,29.72,1485.84
BMW,Hatchback,Manual,Diesel,Third,2014,3082,188716,31.47,1573.46
Toyota,SUV,Automatic,Diesel,Second,2018,2145,90692,193.73,9686.41
Daihatsu,Hatchback,Manual,Diesel,First,2022,1951,39270,288.52,14425.80
Toyota,SUV,Manual,Diesel,Second,2023,2413,20444,470.49,23524.36
Daihatsu,Hatchback,Manual,Hybrid,First,2017,2248,127536,139.32,6965.79
Ferrari,Coupe,Automatic,Diesel,Third,2011,6431,163310,1029.19,51459.32
Toyota,Coupe,Automatic,Hybrid,First,2024,1680,11898,557.88,27894.01
Mazda,Sedan,Automatic,Petrol,Second,2019,1074,94416,136.18,6808.87
Mazda,SUV,Manual,Diesel,First,2009,1014,277152,60.69,3034.73
Porsche,SUV,Manual,Diesel,First,2019,1809,72432,1103.95,55197.73
Audi,Sedan,Manual,Hybrid,Third,2016,1446,118494,212.22,10610.97
VW,Sedan,Manual,Hybrid,Third,2019,2467,119910,238.97,11948.33
Mercedes,MPV,Manual,Hybrid,Third,2024,2613,17668,914.60,45730.21
Porsche,MPV,Automatic,Hybrid,Third,2016,1289,118179,515.23,25761.75
Suzuki,SUV,Automatic,Hybrid,Second,2009,2237,303328,48.16,2408.22
Suzuki,Sedan,Automatic,Diesel,First,2010,1743,208665,50.52,2525.84
Daihatsu,SUV,Automatic,Hybrid,First,2008,1702,281996,75.96,3797.96
Mazda,MPV,Automatic,Diesel,Second,2017,1242,95296,116.05,5802.54
Mazda,Sedan,Automatic,Hybrid,Third,2021,2309,44688,332.11,16605.64
Suzuki,Coupe,Manual,Petrol,Second,2023,2303,31166,438.75,21937.55
Daihatsu,SUV,Manual,Petrol,Third,2022,1536,32574,202.70,10135.05
Toyota,Coupe,Automatic,Petrol,First,2010,2202,260475,43.54,2177.08
Mazda,SUV,Automatic,Petrol,First,2017,2106,156120,172.04,8601.76
Daihatsu,Sedan,Automatic,Petrol,Third,2021,1886,57752,174.79,8739.53
VW,SUV,Automatic,Hybrid,Second,2011,2046,193466,34.18,1708.96
Daihatsu,SUV,Manual,Diesel,Second,2022,2204,44130,328.14,16406.83
Daihatsu,MPV,Manual,Petrol,First,2010,1286,255870,65.60,3279.90
Suzuki,Coupe,Automatic,Hybrid,First,2016,1373,92925,119.24,5961.89
Daihatsu,SUV,Automatic,Petrol,Second,2020,1268,85765,114.10,5705.12
Mazda,Coupe,Automatic,Petrol,Third,2014,2128,127985,93.21,4660.47
Audi,Sedan,Automatic,Diesel,Third,2018,2393,117096,361.92,18095.90
Toyota,Coupe,Automatic,Hybrid,First,2021,2194,49100,458.55,22927.70
Daihatsu,Hatchback,Manual,Hybrid,First,2013,1879,179556,48.61,2430.51
Mazda,SUV,Automatic,Petrol,Second,2007,1306,219438,65.17,3258.30
Suzuki,MPV,Manual,Hybrid,Third,2005,1257,323080,45.81,2290.61
Porsche,Sedan,Automatic,Hybrid,Third,2015,1347,125630,429.91,21495.26
Suzuki,SUV,Manual,Diesel,Third,2020,1241,55530,130.03,6501.63
Honda,Coupe,Automatic,Diesel,First,2012,1695,238654,50.59,2529.62
Toyota,Coupe,Manual,Hybrid,Third,2011,1053,247254,62.68,3133.78
Toyota,MPV,Manual,Hybrid,Second,2022,1813,55068,287.54,14376.91
Porsche,MPV,Manual,Hybrid,Third,2024,1585,12132,1316.07,65803.72
BMW,MPV,Manual,Hybrid,First,2010,2876,235890,31.59,1579.44
Porsche,Coupe,Automatic,Diesel,Third,2024,2368,18424,1818.29,90914.70
Daihatsu,SUV,Automatic,Petrol,First,2018,1220,81200,108.80,5439.97
BMW,Coupe,Manual,Diesel,Third,2006,3123,233035,44.90,2245.02
Daihatsu,SUV,Automatic,Diesel,Third,2019,1636,104412,103.22,5161.07
BMW,SUV,Manual,Hybrid,First,2015,3038,115830,203.01,10150.43
Suzuki,Sedan,Manual,Diesel,Second,2023,2074,38514,301.42,15071.17
Toyota,SUV,Manual,Hybrid,First,2023,1443,28686,385.92,19295.93
Daihatsu,Sedan,Manual,Petrol,Second,2008,1001,220269,52.01,2600.28
VW,Sedan,Automatic,Diesel,Second,2019,1297,68256,198.68,9933.87
BMW,SUV,Automatic,Diesel,Third,2014,2504,121506,122.64,6131.80
Mercedes,Sedan,Automatic,Hybrid,Second,2006,2470,339473,49.19,2459.35
BMW,Coupe,Automatic,Petrol,Second,2014,2338,120560,132.51,6625.34
Suzuki,Hatchback,Manual,Hybrid,Second,2010,1355,277125,45.22,2261.20
Porsche,SUV,Manual,Hybrid,Third,2018,1239,124887,737.57,36878.54
Suzuki,Coupe,Manual,Hybrid,Third,2009,1016,174896,48.83,2441.41
Toyota,MPV,Manual,Hybrid,Third,2024,2316,10206,417.79,20889.28
Audi,Sedan,Automatic,Hybrid,Third,2013,2390,120696,194.68,9734.10
